season,tracking_for_season,tag_type,position_group,tier,player_id,player_name,position,franchise_id,source_metric_used,included_in_calculation,calculation_group,source_salary_value,ranking_in_group,tier_rank_min,tier_rank_max,final_tag_cost_bucket,derived_player_tag_bid,formula_label,notes
2025,2025,franchise,QB,1,13116,"Mahomes, Patrick",QB,,week1_aav_snapshot,Y,QB_tier_1_source_pool,54000,1,1,5,50000,,Avg Top 1-5 QB AAV,Included in stored calc_breakdown source pool for this tier.
2025,2025,franchise,QB,1,14779,"Herbert, Justin",QB,,week1_aav_snapshot,Y,QB_tier_1_source_pool,51000,2,1,5,50000,,Avg Top 1-5 QB AAV,Included in stored calc_breakdown source pool for this tier.
2025,2025,franchise,QB,1,14778,"Tagovailoa, Tua",QB,,week1_aav_snapshot,Y,QB_tier_1_source_pool,49000,3,1,5,50000,,Avg Top 1-5 QB AAV,Included in stored calc_breakdown source pool for this tier.
2025,2025,franchise,QB,1,13589,"Allen, Josh",QB,,week1_aav_snapshot,Y,QB_tier_1_source_pool,46000,4,1,5,50000,,Avg Top 1-5 QB AAV,Included in stored calc_breakdown source pool for this tier.
2025,2025,franchise,QB,1,14777,"Burrow, Joe",QB,,week1_aav_snapshot,Y,QB_tier_1_source_pool,46000,5,1,5,50000,,Avg Top 1-5 QB AAV,Included in stored calc_breakdown source pool for this tier.
2025,2025,franchise,QB,2,13593,"Jackson, Lamar",QB,,week1_aav_snapshot,Y,QB_tier_2_source_pool,46000,6,6,15,37000,,Avg Top 6-15 QB AAV,Included in stored calc_breakdown source pool for this tier.
2025,2025,franchise,QB,2,14056,"Murray, Kyler",QB,,week1_aav_snapshot,Y,QB_tier_2_source_pool,45000,7,6,15,37000,,Avg Top 6-15 QB AAV,Included in stored calc_breakdown source pool for this tier.
2025,2025,franchise,QB,2,12620,"Prescott, Dak",QB,,week1_aav_snapshot,Y,QB_tier_2_source_pool,45000,8,6,15,37000,,Avg Top 6-15 QB AAV,Included in stored calc_breakdown source pool for this tier.
2025,2025,franchise,QB,2,14783,"Hurts, Jalen",QB,,week1_aav_snapshot,Y,QB_tier_2_source_pool,42000,9,6,15,37000,,Avg Top 6-15 QB AAV,Included in stored calc_breakdown source pool for this tier.
2025,2025,franchise,QB,2,14059,"Jones, Daniel",QB,,week1_aav_snapshot,Y,QB_tier_2_source_pool,36000,10,6,15,37000,,Avg Top 6-15 QB AAV,Included in stored calc_breakdown source pool for this tier.
2025,2025,franchise,QB,2,12611,"Goff, Jared",QB,,week1_aav_snapshot,Y,QB_tier_2_source_pool,35000,11,6,15,37000,,Avg Top 6-15 QB AAV,Included in stored calc_breakdown source pool for this tier.
2025,2025,franchise,QB,2,13590,"Mayfield, Baker",QB,,week1_aav_snapshot,Y,QB_tier_2_source_pool,31000,12,6,15,37000,,Avg Top 6-15 QB AAV,Included in stored calc_breakdown source pool for this tier.
2025,2025,franchise,QB,2,15237,"Lawrence, Trevor",QB,,week1_aav_snapshot,Y,QB_tier_2_source_pool,29000,13,6,15,37000,,Avg Top 6-15 QB AAV,Included in stored calc_breakdown source pool for this tier.
2025,2025,franchise,QB,2,15698,"Purdy, Brock",QB,,week1_aav_snapshot,Y,QB_tier_2_source_pool,28000,14,6,15,37000,,Avg Top 6-15 QB AAV,Included in stored calc_breakdown source pool for this tier.
2025,2025,franchise,QB,2,15238,"Fields, Justin",QB,,week1_aav_snapshot,Y,QB_tier_2_source_pool,25000,15,6,15,37000,,Avg Top 6-15 QB AAV,Included in stored calc_breakdown source pool for this tier.
2025,2025,franchise,QB,3,14782,"Love, Jordan",QB,,week1_aav_snapshot,Y,QB_tier_3_source_pool,21000,16,16,24,16000,,Avg Top 16-24 QB AAV,Included in stored calc_breakdown source pool for this tier.
2025,2025,franchise,QB,3,13592,"Darnold, Sam",QB,,week1_aav_snapshot,Y,QB_tier_3_source_pool,18000,17,16,24,16000,,Avg Top 16-24 QB AAV,Included in stored calc_breakdown source pool for this tier.
2025,2025,franchise,QB,3,9431,"Stafford, Matthew",QB,,week1_aav_snapshot,Y,QB_tier_3_source_pool,18000,18,16,24,16000,,Avg Top 16-24 QB AAV,Included in stored calc_breakdown source pool for this tier.
2025,2025,franchise,QB,3,11150,"Smith, Geno",QB,,week1_aav_snapshot,Y,QB_tier_3_source_pool,17000,19,16,24,16000,,Avg Top 16-24 QB AAV,Included in stored calc_breakdown source pool for this tier.
2025,2025,franchise,QB,3,16579,"Williams, Caleb",QB,,week1_aav_snapshot,Y,QB_tier_3_source_pool,15000,20,16,24,16000,,Avg Top 16-24 QB AAV,Included in stored calc_breakdown source pool for this tier.
2025,2025,franchise,QB,3,16148,"Young, Bryce",QB,,week1_aav_snapshot,Y,QB_tier_3_source_pool,13000,21,16,24,16000,,Avg Top 16-24 QB AAV,Included in stored calc_breakdown source pool for this tier.
2025,2025,franchise,QB,3,16581,"Daniels, Jayden",QB,,week1_aav_snapshot,Y,QB_tier_3_source_pool,12000,22,16,24,16000,,Avg Top 16-24 QB AAV,Included in stored calc_breakdown source pool for this tier.
2025,2025,franchise,QB,3,16150,"Stroud, C.J.",QB,,week1_aav_snapshot,Y,QB_tier_3_source_pool,12000,23,16,24,16000,,Avg Top 16-24 QB AAV,Included in stored calc_breakdown source pool for this tier.
2025,2025,franchise,QB,3,16584,"McCarthy, J.J.",QB,,week1_aav_snapshot,Y,QB_tier_3_source_pool,11000,24,16,24,16000,,Avg Top 16-24 QB AAV,Included in stored calc_breakdown source pool for this tier.
2025,2025,franchise,RB,1,13604,"Barkley, Saquon",RB,,week1_aav_snapshot,Y,RB_tier_1_source_pool,61000,1,1,4,52000,,Avg Top 1-4 RB AAV,Included in stored calc_breakdown source pool for this tier.
2025,2025,franchise,RB,1,13130,"McCaffrey, Christian",RB,,week1_aav_snapshot,Y,RB_tier_1_source_pool,56000,2,1,4,52000,,Avg Top 1-4 RB AAV,Included in stored calc_breakdown source pool for this tier.
2025,2025,franchise,RB,1,14073,"Jacobs, Josh",RB,,week1_aav_snapshot,Y,RB_tier_1_source_pool,50000,3,1,4,52000,,Avg Top 1-4 RB AAV,Included in stored calc_breakdown source pool for this tier.
2025,2025,franchise,RB,1,14802,"Taylor, Jonathan",RB,,week1_aav_snapshot,Y,RB_tier_1_source_pool,38000,4,1,4,52000,,Avg Top 1-4 RB AAV,Included in stored calc_breakdown source pool for this tier.
2025,2025,franchise,RB,2,15708,"Hall, Breece",RB,,week1_aav_snapshot,Y,RB_tier_2_source_pool,35000,5,5,8,32000,,Avg Top 5-8 RB AAV,Included in stored calc_breakdown source pool for this tier.
2025,2025,franchise,RB,2,12626,"Henry, Derrick",RB,,week1_aav_snapshot,Y,RB_tier_2_source_pool,34000,6,5,8,32000,,Avg Top 5-8 RB AAV,Included in stored calc_breakdown source pool for this tier.
2025,2025,franchise,RB,2,15711,"Walker III, Kenneth",RB,,week1_aav_snapshot,Y,RB_tier_2_source_pool,32000,7,5,8,32000,,Avg Top 5-8 RB AAV,Included in stored calc_breakdown source pool for this tier.
2025,2025,franchise,RB,2,15715,"Cook, James",RB,,week1_aav_snapshot,Y,RB_tier_2_source_pool,27000,8,5,8,32000,,Avg Top 5-8 RB AAV,Included in stored calc_breakdown source pool for this tier.
2025,2025,franchise,RB,3,13132,"Kamara, Alvin",RB,,week1_aav_snapshot,Y,RB_tier_3_source_pool,27000,9,9,31,17000,,Avg Top 9-31 RB AAV,Included in stored calc_breakdown source pool for this tier.
2025,2025,franchise,RB,3,15256,"Williams, Javonte",RB,,week1_aav_snapshot,Y,RB_tier_3_source_pool,27000,10,9,31,17000,,Avg Top 9-31 RB AAV,Included in stored calc_breakdown source pool for this tier.
2025,2025,franchise,RB,3,15259,"Stevenson, Rhamondre",RB,,week1_aav_snapshot,Y,RB_tier_3_source_pool,25000,11,9,31,17000,,Avg Top 9-31 RB AAV,Included in stored calc_breakdown source pool for this tier.
2025,2025,franchise,RB,3,14797,"Swift, D'Andre",RB,,week1_aav_snapshot,Y,RB_tier_3_source_pool,23000,12,9,31,17000,,Avg Top 9-31 RB AAV,Included in stored calc_breakdown source pool for this tier.
2025,2025,franchise,RB,3,15710,"Williams, Kyren",RB,,week1_aav_snapshot,Y,RB_tier_3_source_pool,22000,13,9,31,17000,,Avg Top 9-31 RB AAV,Included in stored calc_breakdown source pool for this tier.
2025,2025,franchise,RB,3,13146,"Conner, James",RB,,week1_aav_snapshot,Y,RB_tier_3_source_pool,20000,14,9,31,17000,,Avg Top 9-31 RB AAV,Included in stored calc_breakdown source pool for this tier.
2025,2025,franchise,RB,3,14071,"Montgomery, David",RB,,week1_aav_snapshot,Y,RB_tier_3_source_pool,20000,15,9,31,17000,,Avg Top 9-31 RB AAV,Included in stored calc_breakdown source pool for this tier.
2025,2025,franchise,RB,3,13131,"Mixon, Joe",RB,,week1_aav_snapshot,Y,RB_tier_3_source_pool,19000,16,9,31,17000,,Avg Top 9-31 RB AAV,Included in stored calc_breakdown source pool for this tier.
2025,2025,franchise,RB,3,15253,"Etienne, Travis",RB,,week1_aav_snapshot,Y,RB_tier_3_source_pool,17000,17,9,31,17000,,Avg Top 9-31 RB AAV,Included in stored calc_breakdown source pool for this tier.
2025,2025,franchise,RB,3,14085,"Pollard, Tony",RB,,week1_aav_snapshot,Y,RB_tier_3_source_pool,17000,18,9,31,17000,,Avg Top 9-31 RB AAV,Included in stored calc_breakdown source pool for this tier.
2025,2025,franchise,RB,3,15712,"Allgeier, Tyler",RB,,week1_aav_snapshot,Y,RB_tier_3_source_pool,15000,19,9,31,17000,,Avg Top 9-31 RB AAV,Included in stored calc_breakdown source pool for this tier.
2025,2025,franchise,RB,3,17042,"Jeanty, Ashton",RB,,week1_aav_snapshot,Y,RB_tier_3_source_pool,15000,20,9,31,17000,,Avg Top 9-31 RB AAV,Included in stored calc_breakdown source pool for this tier.
2025,2025,franchise,RB,3,16161,"Robinson, Bijan",RB,,week1_aav_snapshot,Y,RB_tier_3_source_pool,15000,21,9,31,17000,,Avg Top 9-31 RB AAV,Included in stored calc_breakdown source pool for this tier.
2025,2025,franchise,RB,3,15716,"Robinson, Brian",RB,,week1_aav_snapshot,Y,RB_tier_3_source_pool,15000,22,9,31,17000,,Avg Top 9-31 RB AAV,Included in stored calc_breakdown source pool for this tier.
2025,2025,franchise,RB,3,15742,"Warren, Jaylen",RB,,week1_aav_snapshot,Y,RB_tier_3_source_pool,14000,23,9,31,17000,,Avg Top 9-31 RB AAV,Included in stored calc_breakdown source pool for this tier.
2025,2025,franchise,RB,3,17044,"Hampton, Omarion",RB,,week1_aav_snapshot,Y,RB_tier_3_source_pool,13000,24,9,31,17000,,Avg Top 9-31 RB AAV,Included in stored calc_breakdown source pool for this tier.
2025,2025,franchise,RB,3,17043,"Henderson, TreVeyon",RB,,week1_aav_snapshot,Y,RB_tier_3_source_pool,12000,25,9,31,17000,,Avg Top 9-31 RB AAV,Included in stored calc_breakdown source pool for this tier.
2025,2025,franchise,RB,3,16162,"Gibbs, Jahmyr",RB,,week1_aav_snapshot,Y,RB_tier_3_source_pool,11000,26,9,31,17000,,Avg Top 9-31 RB AAV,Included in stored calc_breakdown source pool for this tier.
2025,2025,franchise,RB,3,17068,"Harvey, RJ",RB,,week1_aav_snapshot,Y,RB_tier_3_source_pool,11000,27,9,31,17000,,Avg Top 9-31 RB AAV,Included in stored calc_breakdown source pool for this tier.
2025,2025,franchise,RB,3,13319,"Jones, Aaron",RB,,week1_aav_snapshot,Y,RB_tier_3_source_pool,10000,28,9,31,17000,,Avg Top 9-31 RB AAV,Included in stored calc_breakdown source pool for this tier.
2025,2025,franchise,RB,3,14800,"Dobbins, J.K.",RB,,week1_aav_snapshot,Y,RB_tier_3_source_pool,9000,29,9,31,17000,,Avg Top 9-31 RB AAV,Included in stored calc_breakdown source pool for this tier.
2025,2025,franchise,RB,3,15721,"White, Rachaad",RB,,week1_aav_snapshot,Y,RB_tier_3_source_pool,9000,30,9,31,17000,,Avg Top 9-31 RB AAV,Included in stored calc_breakdown source pool for this tier.
2025,2025,franchise,RB,3,17051,"Judkins, Quinshon",RB,,week1_aav_snapshot,Y,RB_tier_3_source_pool,8000,31,9,31,17000,,Avg Top 9-31 RB AAV,Included in stored calc_breakdown source pool for this tier.
2025,2025,franchise,WR,1,14832,"Lamb, CeeDee",WR,,week1_aav_snapshot,Y,WR_tier_1_source_pool,64000,1,1,6,51000,,Avg Top 1-6 WR AAV,Included in stored calc_breakdown source pool for this tier.
2025,2025,franchise,WR,1,12801,"Hill, Tyreek",WR,,week1_aav_snapshot,Y,WR_tier_1_source_pool,61000,2,1,6,51000,,Avg Top 1-6 WR AAV,Included in stored calc_breakdown source pool for this tier.
2025,2025,franchise,WR,1,14836,"Jefferson, Justin",WR,,week1_aav_snapshot,Y,WR_tier_1_source_pool,48000,3,1,6,51000,,Avg Top 1-6 WR AAV,Included in stored calc_breakdown source pool for this tier.
2025,2025,franchise,WR,1,14104,"Brown, A.J.",WR,,week1_aav_snapshot,Y,WR_tier_1_source_pool,46000,4,1,6,51000,,Avg Top 1-6 WR AAV,Included in stored calc_breakdown source pool for this tier.
2025,2025,franchise,WR,1,14842,"Pittman, Michael",WR,,week1_aav_snapshot,Y,WR_tier_1_source_pool,45000,5,1,6,51000,,Avg Top 1-6 WR AAV,Included in stored calc_breakdown source pool for this tier.
2025,2025,franchise,WR,1,14835,"Higgins, Tee",WR,,week1_aav_snapshot,Y,WR_tier_1_source_pool,37000,6,1,6,51000,,Avg Top 1-6 WR AAV,Included in stored calc_breakdown source pool for this tier.
2025,2025,franchise,WR,2,15281,"Chase, Ja'Marr",WR,,week1_aav_snapshot,Y,WR_tier_2_source_pool,34000,7,7,14,32000,,Avg Top 7-14 WR AAV,Included in stored calc_breakdown source pool for this tier.
2025,2025,franchise,WR,2,15753,"Wilson, Garrett",WR,,week1_aav_snapshot,Y,WR_tier_2_source_pool,34000,8,7,14,32000,,Avg Top 7-14 WR AAV,Included in stored calc_breakdown source pool for this tier.
2025,2025,franchise,WR,2,15751,"London, Drake",WR,,week1_aav_snapshot,Y,WR_tier_2_source_pool,33000,9,7,14,32000,,Avg Top 7-14 WR AAV,Included in stored calc_breakdown source pool for this tier.
2025,2025,franchise,WR,2,14102,"Metcalf, DK",WR,,week1_aav_snapshot,Y,WR_tier_2_source_pool,33000,10,7,14,32000,,Avg Top 7-14 WR AAV,Included in stored calc_breakdown source pool for this tier.
2025,2025,franchise,WR,2,15754,"Olave, Chris",WR,,week1_aav_snapshot,Y,WR_tier_2_source_pool,31000,11,7,14,32000,,Avg Top 7-14 WR AAV,Included in stored calc_breakdown source pool for this tier.
2025,2025,franchise,WR,2,11675,"Adams, Davante",WR,,week1_aav_snapshot,Y,WR_tier_2_source_pool,30000,12,7,14,32000,,Avg Top 7-14 WR AAV,Included in stored calc_breakdown source pool for this tier.
2025,2025,franchise,WR,2,15284,"Waddle, Jaylen",WR,,week1_aav_snapshot,Y,WR_tier_2_source_pool,30000,13,7,14,32000,,Avg Top 7-14 WR AAV,Included in stored calc_breakdown source pool for this tier.
2025,2025,franchise,WR,2,13629,"Ridley, Calvin",WR,,week1_aav_snapshot,Y,WR_tier_2_source_pool,28000,14,7,14,32000,,Avg Top 7-14 WR AAV,Included in stored calc_breakdown source pool for this tier.
2025,2025,franchise,WR,3,15282,"Smith, DeVonta",WR,,week1_aav_snapshot,Y,WR_tier_3_source_pool,26000,15,15,40,15000,,Avg Top 15-40 WR AAV,Included in stored calc_breakdown source pool for this tier.
2025,2025,franchise,WR,3,15287,"St. Brown, Amon-Ra",WR,,week1_aav_snapshot,Y,WR_tier_3_source_pool,25000,16,15,40,15000,,Avg Top 15-40 WR AAV,Included in stored calc_breakdown source pool for this tier.
2025,2025,franchise,WR,3,11671,"Evans, Mike",WR,,week1_aav_snapshot,Y,WR_tier_3_source_pool,24000,17,15,40,15000,,Avg Top 15-40 WR AAV,Included in stored calc_breakdown source pool for this tier.
2025,2025,franchise,WR,3,15290,"Collins, Nico",WR,,week1_aav_snapshot,Y,WR_tier_3_source_pool,22000,18,15,40,15000,,Avg Top 15-40 WR AAV,Included in stored calc_breakdown source pool for this tier.
2025,2025,franchise,WR,3,13635,"Moore, D.J.",WR,,week1_aav_snapshot,Y,WR_tier_3_source_pool,21000,19,15,40,15000,,Avg Top 15-40 WR AAV,Included in stored calc_breakdown source pool for this tier.
2025,2025,franchise,WR,3,12186,"Diggs, Stefon",WR,,week1_aav_snapshot,Y,WR_tier_3_source_pool,20000,20,15,40,15000,,Avg Top 15-40 WR AAV,Included in stored calc_breakdown source pool for this tier.
2025,2025,franchise,WR,3,15756,"Williams, Jameson",WR,,week1_aav_snapshot,Y,WR_tier_3_source_pool,20000,21,15,40,15000,,Avg Top 15-40 WR AAV,Included in stored calc_breakdown source pool for this tier.
2025,2025,franchise,WR,3,14109,"McLaurin, Terry",WR,,week1_aav_snapshot,Y,WR_tier_3_source_pool,19000,22,15,40,15000,,Avg Top 15-40 WR AAV,Included in stored calc_breakdown source pool for this tier.
2025,2025,franchise,WR,3,15762,"Pickens, George",WR,,week1_aav_snapshot,Y,WR_tier_3_source_pool,19000,23,15,40,15000,,Avg Top 15-40 WR AAV,Included in stored calc_breakdown source pool for this tier.
2025,2025,franchise,WR,3,15761,"Shakir, Khalil",WR,,week1_aav_snapshot,Y,WR_tier_3_source_pool,19000,24,15,40,15000,,Avg Top 15-40 WR AAV,Included in stored calc_breakdown source pool for this tier.
2025,2025,franchise,WR,3,16614,"Harrison Jr., Marvin",WR,,week1_aav_snapshot,Y,WR_tier_3_source_pool,14000,25,15,40,15000,,Avg Top 15-40 WR AAV,Included in stored calc_breakdown source pool for this tier.
2025,2025,franchise,WR,3,17074,"Hunter, Travis",WR,,week1_aav_snapshot,Y,WR_tier_3_source_pool,14000,26,15,40,15000,,Avg Top 15-40 WR AAV,Included in stored calc_breakdown source pool for this tier.
2025,2025,franchise,WR,3,15786,"Nailor, Jalen",WR,,week1_aav_snapshot,Y,WR_tier_3_source_pool,14000,27,15,40,15000,,Avg Top 15-40 WR AAV,Included in stored calc_breakdown source pool for this tier.
2025,2025,franchise,WR,3,16615,"Nabers, Malik",WR,,week1_aav_snapshot,Y,WR_tier_3_source_pool,13000,28,15,40,15000,,Avg Top 15-40 WR AAV,Included in stored calc_breakdown source pool for this tier.
2025,2025,franchise,WR,3,16342,"Douglas, Demario",WR,,week1_aav_snapshot,Y,WR_tier_3_source_pool,12000,29,15,40,15000,,Avg Top 15-40 WR AAV,Included in stored calc_breakdown source pool for this tier.
2025,2025,franchise,WR,3,14974,"Mooney, Darnell",WR,,week1_aav_snapshot,Y,WR_tier_3_source_pool,12000,30,15,40,15000,,Avg Top 15-40 WR AAV,Included in stored calc_breakdown source pool for this tier.
2025,2025,franchise,WR,3,15757,"Robinson, Wan'Dale",WR,,week1_aav_snapshot,Y,WR_tier_3_source_pool,12000,31,15,40,15000,,Avg Top 15-40 WR AAV,Included in stored calc_breakdown source pool for this tier.
2025,2025,franchise,WR,3,14860,"Jennings, Jauan",WR,,week1_aav_snapshot,Y,WR_tier_3_source_pool,11000,32,15,40,15000,,Avg Top 15-40 WR AAV,Included in stored calc_breakdown source pool for this tier.
2025,2025,franchise,WR,3,13163,"Godwin, Chris",WR,,week1_aav_snapshot,Y,WR_tier_3_source_pool,10000,33,15,40,15000,,Avg Top 15-40 WR AAV,Included in stored calc_breakdown source pool for this tier.
2025,2025,franchise,WR,3,16616,"Odunze, Rome",WR,,week1_aav_snapshot,Y,WR_tier_3_source_pool,10000,34,15,40,15000,,Avg Top 15-40 WR AAV,Included in stored calc_breakdown source pool for this tier.
2025,2025,franchise,WR,3,16185,"Smith-Njigba, Jaxon",WR,,week1_aav_snapshot,Y,WR_tier_3_source_pool,10000,35,15,40,15000,,Avg Top 15-40 WR AAV,Included in stored calc_breakdown source pool for this tier.
2025,2025,franchise,WR,3,13630,"Sutton, Courtland",WR,,week1_aav_snapshot,Y,WR_tier_3_source_pool,10000,36,15,40,15000,,Avg Top 15-40 WR AAV,Included in stored calc_breakdown source pool for this tier.
2025,2025,franchise,WR,3,13164,"Kupp, Cooper",WR,,week1_aav_snapshot,Y,WR_tier_3_source_pool,9000,37,15,40,15000,,Avg Top 15-40 WR AAV,Included in stored calc_breakdown source pool for this tier.
2025,2025,franchise,WR,3,17076,"Bond, Isaiah",WR,,week1_aav_snapshot,Y,WR_tier_3_source_pool,8000,38,15,40,15000,,Avg Top 15-40 WR AAV,Included in stored calc_breakdown source pool for this tier.
2025,2025,franchise,WR,3,14105,"Brown, Marquise",WR,,week1_aav_snapshot,Y,WR_tier_3_source_pool,8000,39,15,40,15000,,Avg Top 15-40 WR AAV,Included in stored calc_breakdown source pool for this tier.
2025,2025,franchise,WR,3,16188,"Johnston, Quentin",WR,,week1_aav_snapshot,Y,WR_tier_3_source_pool,8000,40,15,40,15000,,Avg Top 15-40 WR AAV,Included in stored calc_breakdown source pool for this tier.
