season,tracking_for_season,tag_type,position_group,tier,player_id,player_name,position,franchise_id,source_metric_used,included_in_calculation,calculation_group,source_salary_value,ranking_in_group,tier_rank_min,tier_rank_max,final_tag_cost_bucket,derived_player_tag_bid,formula_label,notes
2025,2025,franchise,TE,1,13299,"Kittle, George",TE,,week1_aav_snapshot,Y,TE_tier_1_source_pool,29000,1,1,3,28000,,Avg Top 1-3 TE AAV,Included in stored calc_breakdown source pool for this tier.
2025,2025,franchise,TE,1,13671,"Andrews, Mark",TE,,week1_aav_snapshot,Y,TE_tier_1_source_pool,27000,2,1,3,28000,,Avg Top 1-3 TE AAV,Included in stored calc_breakdown source pool for this tier.
2025,2025,franchise,TE,1,13192,"Njoku, David",TE,,week1_aav_snapshot,Y,TE_tier_1_source_pool,27000,3,1,3,28000,,Avg Top 1-3 TE AAV,Included in stored calc_breakdown source pool for this tier.
2025,2025,franchise,TE,2,15329,"Pitts, Kyle",TE,,week1_aav_snapshot,Y,TE_tier_2_source_pool,27000,4,4,6,24000,,Avg Top 4-6 TE AAV,Included in stored calc_breakdown source pool for this tier.
2025,2025,franchise,TE,2,15794,"McBride, Trey",TE,,week1_aav_snapshot,Y,TE_tier_2_source_pool,22000,5,4,6,24000,,Avg Top 4-6 TE AAV,Included in stored calc_breakdown source pool for this tier.
2025,2025,franchise,TE,2,11244,"Kelce, Travis",TE,,week1_aav_snapshot,Y,TE_tier_2_source_pool,21000,6,4,6,24000,,Avg Top 4-6 TE AAV,Included in stored calc_breakdown source pool for this tier.
2025,2025,franchise,TE,3,15798,"Likely, Isaiah",TE,,week1_aav_snapshot,Y,TE_tier_3_source_pool,12000,7,7,13,10000,,Avg Top 7-13 TE AAV,Included in stored calc_breakdown source pool for this tier.
2025,2025,franchise,TE,3,15799,"Ferguson, Jake",TE,,week1_aav_snapshot,Y,TE_tier_3_source_pool,11000,8,7,13,10000,,Avg Top 7-13 TE AAV,Included in stored calc_breakdown source pool for this tier.
2025,2025,franchise,TE,3,14138,"Hockenson, T.J.",TE,,week1_aav_snapshot,Y,TE_tier_3_source_pool,11000,9,7,13,10000,,Avg Top 7-13 TE AAV,Included in stored calc_breakdown source pool for this tier.
2025,2025,franchise,TE,3,16641,"Bowers, Brock",TE,,week1_aav_snapshot,Y,TE_tier_3_source_pool,9000,10,7,13,10000,,Avg Top 7-13 TE AAV,Included in stored calc_breakdown source pool for this tier.
2025,2025,franchise,TE,3,16213,"Kincaid, Dalton",TE,,week1_aav_snapshot,Y,TE_tier_3_source_pool,9000,11,7,13,10000,,Avg Top 7-13 TE AAV,Included in stored calc_breakdown source pool for this tier.
2025,2025,franchise,TE,3,14867,"Kmet, Cole",TE,,week1_aav_snapshot,Y,TE_tier_3_source_pool,9000,12,7,13,10000,,Avg Top 7-13 TE AAV,Included in stored calc_breakdown source pool for this tier.
2025,2025,franchise,TE,3,13674,"Goedert, Dallas",TE,,week1_aav_snapshot,Y,TE_tier_3_source_pool,7000,13,7,13,10000,,Avg Top 7-13 TE AAV,Included in stored calc_breakdown source pool for this tier.
2025,2025,franchise,DL,1,14225,"Crosby, Maxx",DL,,week1_aav_snapshot,Y,DL_tier_1_source_pool,10000,1,1,6,8000,,Avg Top 1-6 DL AAV,Included in stored calc_breakdown source pool for this tier.
2025,2025,franchise,DL,1,13198,"Garrett, Myles",DL,,week1_aav_snapshot,Y,DL_tier_1_source_pool,9000,2,1,6,8000,,Avg Top 1-6 DL AAV,Included in stored calc_breakdown source pool for this tier.
2025,2025,franchise,DL,1,13214,"Watt, T.J.",DL,,week1_aav_snapshot,Y,DL_tier_1_source_pool,8000,3,1,6,8000,,Avg Top 1-6 DL AAV,Included in stored calc_breakdown source pool for this tier.
2025,2025,franchise,DL,1,15350,"Parsons, Micah",DL,,week1_aav_snapshot,Y,DL_tier_1_source_pool,7000,4,1,6,8000,,Avg Top 1-6 DL AAV,Included in stored calc_breakdown source pool for this tier.
2025,2025,franchise,DL,1,14249,"Van Ginkel, Andrew",DL,,week1_aav_snapshot,Y,DL_tier_1_source_pool,7000,5,1,6,8000,,Avg Top 1-6 DL AAV,Included in stored calc_breakdown source pool for this tier.
2025,2025,franchise,DL,1,14147,"Bosa, Nick",DL,,week1_aav_snapshot,Y,DL_tier_1_source_pool,5000,6,1,6,8000,,Avg Top 1-6 DL AAV,Included in stored calc_breakdown source pool for this tier.
2025,2025,franchise,DL,2,14171,"Burns, Brian",DL,,week1_aav_snapshot,Y,DL_tier_2_source_pool,5000,7,7,12,5000,,Avg Top 7-12 DL AAV,Included in stored calc_breakdown source pool for this tier.
2025,2025,franchise,DL,2,15805,"Hutchinson, Aidan",DL,,week1_aav_snapshot,Y,DL_tier_2_source_pool,5000,8,7,12,5000,,Avg Top 7-12 DL AAV,Included in stored calc_breakdown source pool for this tier.
2025,2025,franchise,DL,2,15861,"Bonitto, Nik",DL,,week1_aav_snapshot,Y,DL_tier_2_source_pool,4000,9,7,12,5000,,Avg Top 7-12 DL AAV,Included in stored calc_breakdown source pool for this tier.
2025,2025,franchise,DL,2,12221,"Hunter, Danielle",DL,,week1_aav_snapshot,Y,DL_tier_2_source_pool,4000,10,7,12,5000,,Avg Top 7-12 DL AAV,Included in stored calc_breakdown source pool for this tier.
2025,2025,franchise,DL,2,14163,"Simmons, Jeffery",DL,,week1_aav_snapshot,Y,DL_tier_2_source_pool,4000,11,7,12,5000,,Avg Top 7-12 DL AAV,Included in stored calc_breakdown source pool for this tier.
2025,2025,franchise,DL,2,16266,"Tuipulotu, Tuli",DL,,week1_aav_snapshot,Y,DL_tier_2_source_pool,4000,12,7,12,5000,,Avg Top 7-12 DL AAV,Included in stored calc_breakdown source pool for this tier.
2025,2025,franchise,LB,1,14893,"Baun, Zack",LB,,week1_aav_snapshot,Y,LB_tier_1_source_pool,5000,1,1,6,5000,,Avg Top 1-6 LB AAV,Included in stored calc_breakdown source pool for this tier.
2025,2025,franchise,LB,1,14892,"Brooks, Jordyn",LB,,week1_aav_snapshot,Y,LB_tier_1_source_pool,4000,2,1,6,5000,,Avg Top 1-6 LB AAV,Included in stored calc_breakdown source pool for this tier.
2025,2025,franchise,LB,1,15404,"Jones, Ernest",LB,,week1_aav_snapshot,Y,LB_tier_1_source_pool,4000,3,1,6,5000,,Avg Top 1-6 LB AAV,Included in stored calc_breakdown source pool for this tier.
2025,2025,franchise,LB,1,14210,"Pratt, Germaine",LB,,week1_aav_snapshot,Y,LB_tier_1_source_pool,4000,4,1,6,5000,,Avg Top 1-6 LB AAV,Included in stored calc_breakdown source pool for this tier.
2025,2025,franchise,LB,1,13696,"Smith, Roquan",LB,,week1_aav_snapshot,Y,LB_tier_1_source_pool,4000,5,1,6,5000,,Avg Top 1-6 LB AAV,Included in stored calc_breakdown source pool for this tier.
2025,2025,franchise,LB,1,13743,"Warner, Fred",LB,,week1_aav_snapshot,Y,LB_tier_1_source_pool,4000,6,1,6,5000,,Avg Top 1-6 LB AAV,Included in stored calc_breakdown source pool for this tier.
2025,2025,franchise,LB,2,14221,"Williams, Quincy",LB,,week1_aav_snapshot,Y,LB_tier_2_source_pool,4000,7,7,12,3000,,Avg Top 7-12 LB AAV,Included in stored calc_breakdown source pool for this tier.
2025,2025,franchise,LB,2,16239,"Campbell, Jack",LB,,week1_aav_snapshot,Y,LB_tier_2_source_pool,3000,8,7,12,3000,,Avg Top 7-12 LB AAV,Included in stored calc_breakdown source pool for this tier.
2025,2025,franchise,LB,2,15821,"Dean, Nakobe",LB,,week1_aav_snapshot,Y,LB_tier_2_source_pool,3000,9,7,12,3000,,Avg Top 7-12 LB AAV,Included in stored calc_breakdown source pool for this tier.
2025,2025,franchise,LB,2,14303,"Elliss, Kaden",LB,,week1_aav_snapshot,Y,LB_tier_2_source_pool,3000,10,7,12,3000,,Avg Top 7-12 LB AAV,Included in stored calc_breakdown source pool for this tier.
2025,2025,franchise,LB,2,15076,"Rozeboom, Christian",LB,,week1_aav_snapshot,Y,LB_tier_2_source_pool,3000,11,7,12,3000,,Avg Top 7-12 LB AAV,Included in stored calc_breakdown source pool for this tier.
2025,2025,franchise,LB,2,13268,"Anzalone, Alex",LB,,week1_aav_snapshot,Y,LB_tier_2_source_pool,2000,12,7,12,3000,,Avg Top 7-12 LB AAV,Included in stored calc_breakdown source pool for this tier.
2025,2025,franchise,DB,1,15834,"Hamilton, Kyle",DB,,week1_aav_snapshot,Y,DB_tier_1_source_pool,5000,1,1,6,4000,,Avg Top 1-6 DB AAV,Included in stored calc_breakdown source pool for this tier.
2025,2025,franchise,DB,1,12752,"Byard, Kevin",DB,,week1_aav_snapshot,Y,DB_tier_1_source_pool,4000,2,1,6,4000,,Avg Top 1-6 DB AAV,Included in stored calc_breakdown source pool for this tier.
2025,2025,franchise,DB,1,13714,"James, Derwin",DB,,week1_aav_snapshot,Y,DB_tier_1_source_pool,4000,3,1,6,4000,,Avg Top 1-6 DB AAV,Included in stored calc_breakdown source pool for this tier.
2025,2025,franchise,DB,1,15839,"Cross, Nick",DB,,week1_aav_snapshot,Y,DB_tier_1_source_pool,3000,4,1,6,4000,,Avg Top 1-6 DB AAV,Included in stored calc_breakdown source pool for this tier.
2025,2025,franchise,DB,1,14910,"Jones, Brandon",DB,,week1_aav_snapshot,Y,DB_tier_1_source_pool,3000,5,1,6,4000,,Avg Top 1-6 DB AAV,Included in stored calc_breakdown source pool for this tier.
2025,2025,franchise,DB,1,15365,"Moehrig, Trevon",DB,,week1_aav_snapshot,Y,DB_tier_1_source_pool,3000,6,1,6,4000,,Avg Top 1-6 DB AAV,Included in stored calc_breakdown source pool for this tier.
2025,2025,franchise,DB,2,16700,"Bishop, Cole",DB,,week1_aav_snapshot,Y,DB_tier_2_source_pool,2000,7,7,12,2000,,Avg Top 7-12 DB AAV,Included in stored calc_breakdown source pool for this tier.
2025,2025,franchise,DB,2,17132,"Starks, Malaki",DB,,week1_aav_snapshot,Y,DB_tier_2_source_pool,2000,8,7,12,2000,,Avg Top 7-12 DB AAV,Included in stored calc_breakdown source pool for this tier.
2025,2025,franchise,DB,2,16241,"Witherspoon, Devon",DB,,week1_aav_snapshot,Y,DB_tier_2_source_pool,2000,9,7,12,2000,,Avg Top 7-12 DB AAV,Included in stored calc_breakdown source pool for this tier.
2025,2025,franchise,DB,2,15394,"Adebo, Paulson",DB,,week1_aav_snapshot,Y,DB_tier_2_source_pool,1000,10,7,12,2000,,Avg Top 7-12 DB AAV,Included in stored calc_breakdown source pool for this tier.
2025,2025,franchise,DB,2,13251,"Baker, Budda",DB,,week1_aav_snapshot,Y,DB_tier_2_source_pool,1000,11,7,12,2000,,Avg Top 7-12 DB AAV,Included in stored calc_breakdown source pool for this tier.
2025,2025,franchise,DB,2,13737,"Bates, Jessie",DB,,week1_aav_snapshot,Y,DB_tier_2_source_pool,1000,12,7,12,2000,,Avg Top 7-12 DB AAV,Included in stored calc_breakdown source pool for this tier.
2025,2025,franchise,PK,1,17241,"Crawshaw, Jeremy",PK,,week1_aav_snapshot,Y,PK_tier_1_source_pool,3000,1,,,VARIES_BY_PLAYER,4000,Prior salary + 1K,"PK tier is player-specific: final bid is max(prior AAV + 1K, UI salary floor if applicable)."
2025,2025,franchise,PK,1,16414,"Aubrey, Brandon",PK,,week1_aav_snapshot,Y,PK_tier_1_source_pool,2000,2,,,VARIES_BY_PLAYER,3000,Prior salary + 1K,"PK tier is player-specific: final bid is max(prior AAV + 1K, UI salary floor if applicable)."
2025,2025,franchise,PK,1,16330,"Baringer, Bryce",PK,,week1_aav_snapshot,Y,PK_tier_1_source_pool,1000,3,,,VARIES_BY_PLAYER,2000,Prior salary + 1K,"PK tier is player-specific: final bid is max(prior AAV + 1K, UI salary floor if applicable)."
2025,2025,franchise,PK,1,16846,"Bates, Jake",PK,,week1_aav_snapshot,Y,PK_tier_1_source_pool,1000,4,,,VARIES_BY_PLAYER,2000,Prior salary + 1K,"PK tier is player-specific: final bid is max(prior AAV + 1K, UI salary floor if applicable)."
2025,2025,franchise,PK,1,13869,"Bojorquez, Corey",PK,,week1_aav_snapshot,Y,PK_tier_1_source_pool,1000,5,,,VARIES_BY_PLAYER,2000,Prior salary + 1K,"PK tier is player-specific: final bid is max(prior AAV + 1K, UI salary floor if applicable)."
2025,2025,franchise,PK,1,11936,"Boswell, Chris",PK,,week1_aav_snapshot,Y,PK_tier_1_source_pool,1000,6,,,VARIES_BY_PLAYER,2000,Prior salary + 1K,"PK tier is player-specific: final bid is max(prior AAV + 1K, UI salary floor if applicable)."
2025,2025,franchise,PK,1,13354,"Butker, Harrison",PK,,week1_aav_snapshot,Y,PK_tier_1_source_pool,1000,7,,,VARIES_BY_PLAYER,2000,Prior salary + 1K,"PK tier is player-specific: final bid is max(prior AAV + 1K, UI salary floor if applicable)."
2025,2025,franchise,PK,1,14630,"Cole, A.J.",PK,,week1_aav_snapshot,Y,PK_tier_1_source_pool,1000,8,,,VARIES_BY_PLAYER,2000,Prior salary + 1K,"PK tier is player-specific: final bid is max(prior AAV + 1K, UI salary floor if applicable)."
2025,2025,franchise,PK,1,13844,"Cooke, Logan",PK,,week1_aav_snapshot,Y,PK_tier_1_source_pool,1000,9,,,VARIES_BY_PLAYER,2000,Prior salary + 1K,"PK tier is player-specific: final bid is max(prior AAV + 1K, UI salary floor if applicable)."
2025,2025,franchise,PK,1,15979,"Dicker, Cameron",PK,,week1_aav_snapshot,Y,PK_tier_1_source_pool,1000,10,,,VARIES_BY_PLAYER,2000,Prior salary + 1K,"PK tier is player-specific: final bid is max(prior AAV + 1K, UI salary floor if applicable)."
2025,2025,franchise,PK,1,13782,"Dickson, Michael",PK,,week1_aav_snapshot,Y,PK_tier_1_source_pool,1000,11,,,VARIES_BY_PLAYER,2000,Prior salary + 1K,"PK tier is player-specific: final bid is max(prior AAV + 1K, UI salary floor if applicable)."
2025,2025,franchise,PK,1,16351,"Evans, Ethan",PK,,week1_aav_snapshot,Y,PK_tier_1_source_pool,1000,12,,,VARIES_BY_PLAYER,2000,Prior salary + 1K,"PK tier is player-specific: final bid is max(prior AAV + 1K, UI salary floor if applicable)."
2025,2025,franchise,PK,1,12860,"Fairbairn, Ka'imi",PK,,week1_aav_snapshot,Y,PK_tier_1_source_pool,1000,13,,,VARIES_BY_PLAYER,2000,Prior salary + 1K,"PK tier is player-specific: final bid is max(prior AAV + 1K, UI salary floor if applicable)."
2025,2025,franchise,PK,1,14244,"Gay, Matt",PK,,week1_aav_snapshot,Y,PK_tier_1_source_pool,1000,14,,,VARIES_BY_PLAYER,2000,Prior salary + 1K,"PK tier is player-specific: final bid is max(prior AAV + 1K, UI salary floor if applicable)."
2025,2025,franchise,PK,1,14489,"Gillan, Jamie",PK,,week1_aav_snapshot,Y,PK_tier_1_source_pool,1000,15,,,VARIES_BY_PLAYER,2000,Prior salary + 1K,"PK tier is player-specific: final bid is max(prior AAV + 1K, UI salary floor if applicable)."
2025,2025,franchise,PK,1,17352,"Kroeger, Kai",PK,,week1_aav_snapshot,Y,PK_tier_1_source_pool,1000,16,,,VARIES_BY_PLAYER,2000,Prior salary + 1K,"PK tier is player-specific: final bid is max(prior AAV + 1K, UI salary floor if applicable)."
2025,2025,franchise,PK,1,16680,"Little, Cam",PK,,week1_aav_snapshot,Y,PK_tier_1_source_pool,1000,17,,,VARIES_BY_PLAYER,2000,Prior salary + 1K,"PK tier is player-specific: final bid is max(prior AAV + 1K, UI salary floor if applicable)."
2025,2025,franchise,PK,1,17222,"Loop, Tyler",PK,,week1_aav_snapshot,Y,PK_tier_1_source_pool,1000,18,,,VARIES_BY_PLAYER,2000,Prior salary + 1K,"PK tier is player-specific: final bid is max(prior AAV + 1K, UI salary floor if applicable)."
2025,2025,franchise,PK,1,12956,"Lutz, Wil",PK,,week1_aav_snapshot,Y,PK_tier_1_source_pool,1000,19,,,VARIES_BY_PLAYER,2000,Prior salary + 1K,"PK tier is player-specific: final bid is max(prior AAV + 1K, UI salary floor if applicable)."
2025,2025,franchise,PK,1,14717,"McLaughlin, Chase",PK,,week1_aav_snapshot,Y,PK_tier_1_source_pool,1000,20,,,VARIES_BY_PLAYER,2000,Prior salary + 1K,"PK tier is player-specific: final bid is max(prior AAV + 1K, UI salary floor if applicable)."
2025,2025,franchise,PK,1,16681,"Reichard, Will",PK,,week1_aav_snapshot,Y,PK_tier_1_source_pool,1000,21,,,VARIES_BY_PLAYER,2000,Prior salary + 1K,"PK tier is player-specific: final bid is max(prior AAV + 1K, UI salary floor if applicable)."
2025,2025,franchise,PK,1,16724,"Taylor, Tory",PK,,week1_aav_snapshot,Y,PK_tier_1_source_pool,1000,22,,,VARIES_BY_PLAYER,2000,Prior salary + 1K,"PK tier is player-specific: final bid is max(prior AAV + 1K, UI salary floor if applicable)."
2025,2025,franchise,PK,1,15051,"Townsend, Tommy",PK,,week1_aav_snapshot,Y,PK_tier_1_source_pool,1000,23,,,VARIES_BY_PLAYER,2000,Prior salary + 1K,"PK tier is player-specific: final bid is max(prior AAV + 1K, UI salary floor if applicable)."
2025,2025,franchise,PK,1,16452,"Whelan, Daniel",PK,,week1_aav_snapshot,Y,PK_tier_1_source_pool,1000,24,,,VARIES_BY_PLAYER,2000,Prior salary + 1K,"PK tier is player-specific: final bid is max(prior AAV + 1K, UI salary floor if applicable)."
2025,2025,candidate_exception,TE,1,15329,"Pitts, Kyle",TE,0010,candidate_row,N,candidate_exception,27000,2,,,28000,30000,Avg Top 1-3 TE AAV | 10% salary floor (rounded up),Last extension held by Gride; extension-eligible instead of tag-eligible.
2025,2025,candidate_exception,WR,3,15284,"Waddle, Jaylen",WR,0010,candidate_row,N,candidate_exception,30000,19,,,15000,33000,Avg Top 15-40 WR AAV | 10% salary floor (rounded up),Last extension held by Cleon Ca$h; extension-eligible instead of tag-eligible.
2025,2025,candidate_exception,RB,0,13131,"Mixon, Joe",RB,0009,candidate_row,N,candidate_exception,19000,,,,19000,21000,Fallback: salary baseline | 10% salary floor (rounded up),Unranked for tier rules; using fallback tag salary.
2025,2025,candidate_exception,RB,3,15259,"Stevenson, Rhamondre",RB,0011,candidate_row,N,candidate_exception,25000,31,,,17000,36000,Avg Top 9-31 RB AAV | 10% salary floor (rounded up),Last extension held by HammerTime 🔨 ⏰; extension-eligible instead of tag-eligible.
2025,2025,candidate_exception,RB,3,15712,"Allgeier, Tyler",RB,0011,candidate_row,N,candidate_exception,15000,39,,,17000,17000,Avg Top 9-31 RB AAV,Last extension held by Blake Bombers; extension-eligible instead of tag-eligible.
2025,2025,candidate_exception,WR,3,16342,"Douglas, Demario",WR,0003,candidate_row,N,candidate_exception,12000,70,,,15000,15000,Avg Top 15-40 WR AAV,Last extension held by Blake Bombers; extension-eligible instead of tag-eligible.
2025,2025,candidate_exception,RB,3,14797,"Swift, D'Andre",RB,0005,candidate_row,N,candidate_exception,23000,15,,,17000,26000,Avg Top 9-31 RB AAV | 10% salary floor (rounded up),Tagged in 2024 (ineligible).
2025,2025,candidate_exception,WR,3,13629,"Ridley, Calvin",WR,0012,candidate_row,N,candidate_exception,28000,116,,,15000,31000,Avg Top 15-40 WR AAV | 10% salary floor (rounded up),Last extension held by Sex Manther; extension-eligible instead of tag-eligible.
2025,2025,candidate_exception,DL,2,15350,"Parsons, Micah",DE,0001,candidate_row,N,candidate_exception,7000,21,,,5000,8000,Avg Top 7-12 DL AAV | 10% salary floor (rounded up),Last extension held by Josh Lima; extension-eligible instead of tag-eligible.
2025,2025,candidate_exception,RB,3,15749,"Pacheco, Isiah",RB,0001,candidate_row,N,candidate_exception,5000,54,,,17000,17000,Avg Top 9-31 RB AAV,Last extension held by Pure Greatness; extension-eligible instead of tag-eligible.
2025,2025,candidate_exception,WR,3,14860,"Jennings, Jauan",WR,0001,candidate_row,N,candidate_exception,11000,38,,,15000,15000,Avg Top 15-40 WR AAV,Last extension held by Real Deal Creel; extension-eligible instead of tag-eligible.
2025,2025,candidate_exception,DL,1,15805,"Hutchinson, Aidan",DE,0004,candidate_row,N,candidate_exception,5000,6,,,8000,8000,Avg Top 1-6 DL AAV,Last extension held by Cleon Ca$h; extension-eligible instead of tag-eligible.
2025,2025,candidate_exception,DL,1,14225,"Crosby, Maxx",DE,0007,candidate_row,N,candidate_exception,10000,3,,,8000,11000,Avg Top 1-6 DL AAV | 10% salary floor (rounded up),Tagged in 2024 (ineligible).
2025,2025,candidate_exception,RB,3,15742,"Warren, Jaylen",RB,0007,candidate_row,N,candidate_exception,14000,19,,,17000,17000,Avg Top 9-31 RB AAV,Last extension held by CBP; extension-eligible instead of tag-eligible.
2025,2025,candidate_exception,QB,0,16149,"Levis, Will",QB,0006,candidate_row,N,candidate_exception,6000,,,,6000,7000,Fallback: salary baseline | 10% salary floor (rounded up),Unranked for tier rules; using fallback tag salary.
2025,2025,candidate_exception,QB,3,15238,"Fields, Justin",QB,0006,candidate_row,N,candidate_exception,25000,29,,,16000,28000,Avg Top 16-24 QB AAV | 10% salary floor (rounded up),Last extension held by Pure Greatness; extension-eligible instead of tag-eligible.
2025,2025,candidate_exception,RB,3,15716,"Robinson, Brian",RB,0006,candidate_row,N,candidate_exception,15000,60,,,17000,17000,Avg Top 9-31 RB AAV,Last extension held by C-Town Chivalry; extension-eligible instead of tag-eligible.
2025,2025,candidate_exception,WR,3,13164,"Kupp, Cooper",WR,0006,candidate_row,N,candidate_exception,9000,57,,,15000,15000,Avg Top 15-40 WR AAV,Tagged in 2024 (ineligible).
